title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget en $,Opening weekend USA en $,gross en $,Cumulate Worldwide Gross en $,runtime,sound Mix,Color,Aspect Ratio 
Dedemin Insanlari,8.0,xxx,10044,Comedy; Drama;,Cagan Irmak,Cagan Irmak,2h 6min,2011-11-25,Turkey,Bodrum; Mugla; Turkey,3,"Grandpapa and his family were torn from their land, forced to migrate from Crete during the population exchange when he was just seven years old. Grands greatest desire is to see the land of his birth before he dies. It is this longing that makes him frequently drop bottles containing letters into the Aegean. FILM describes the spectacular transformation of a family and their country through the eyes of a ten-year old child and his grandfather living in a small town. This story about the people in the crowded and warm Aegean, you will once again experience the population exchange, what it means to be the other, the ability to belong anywhere no matter where you go, insurrections, numerous minorities, and both side.",xxx,xxx,6130561,6130561,126 min,xxx,xxx,xxx
Imitation Game,8.0,73,699915,Biography; Dram,Morten Tyldum,Graham Moore,1h 54min,2015-01-28,USA,London; England; UK,894,"It is based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",14000000.0,47935,91125683,233555708,114 min,Dolby Digital,"Color
|  Black and White
(archive footage)",2.39:1
Les Gardiens de la Galaxie,8.0,76,1064303,Action; Adventu,James Gunn,James Gunn,2h 1min,2014-08-13,USA,Shepperton Studios; Studios Road; Shepperton; Surrey; England; UK,1455,"After stealing a mysterious orb in the far reaches of outer space, Peter Quill from Earth is now the main target of a manhunt led by the villain known as Ronan the Accuser. To help fight Ronan and his team and save the galaxy from his power, Quill creates a team of space heroes known as the ""Guardians of the Galaxy"" to save the galaxy.",170000000.0,9432088,333718600,773350147,121 min,"Datasat
| Dolby Digital
| Dolby Atmos
| Dolby Surround 7.1
| Sonics-DDP
(IMAX version)| Auro 11.1",Color,2.39 : 1
Blade Runner 2049,8.0,81,478710,Action; Drama;,Denis Villeneuve,Hampton Fancher,2h 44min,2017-10-4,Mexico,Korda Studios; Etyek; Hungary,2332,"Thirty years after the events of Blade Runner (1982), a new Blade Runner, L.A.P.D. Officer ""K"" (Ryan Gosling), unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former L.A.P.D. Blade Runner, who has been missing for thirty years.",150000000.0,3275312,92054159,259334548,164 min,"Dolby Atmos
| Auro 11.1
| DTS
(DTS: X)| IMAX 6-Track
| 12-Track Digital Sound
(IMAX 12 track)| Dolby Surround 7.1
| Sonics-DDP
| SDDS",Color,2.39 : 1
Her,8.0,90,553591,Drama; Romance;,Spike Jonze,Spike Jonze,2h 6min,2014-03-19,USA,Los Angeles; California; USA,1154,"Theodore is a lonely man in the final stages of his divorce. When he's not working as a letter writer, his down time is spent playing video games and occasionally hanging out with friends. He decides to purchase the new OS1, which is advertised as the world's first artificially intelligent operating system, ""It's not just an operating system, it's a consciousness,"" the ad states. Theodore quickly finds himself drawn in with Samantha, the voice behind his OS1. As they start spending time together they grow closer and closer and eventually find themselves in love. Having fallen in love with his OS, Theodore finds himself dealing with feelings of both great joy and doubt. As an OS, Samantha has powerful intelligence that she uses to help Theodore in ways others hadn't, but how does she help him deal with his inner conflict of being in love with an OS?",23000000.0,26038,25568251,48517427,126 min,"SDDS
| Datasat
| Dolby Digital",Color,1.85 : 1
The Revenant,8.0,76,721952,Action; Adventu,Alejandro G. Iñárritu,Mark L. Smith,2h 36min,2016-02-24,Taiwan,Calgary; Alberta; Canada,1699,"While exploring uncharted wilderness in 1823, legendary frontiersman Hugh Glass sustains injuries from a brutal bear attack. When his hunting team leaves him for dead, Glass must utilize his survival skills to find a way back home while avoiding natives on their own hunt. Grief-stricken and fueled by vengeance, Glass treks through the wintry terrain to track down John Fitzgerald, the former confidant who betrayed and abandoned him.",135000000.0,47456,183637894,532950503,156 min,"Dolby Digital
| Dolby Atmos
| Dolby Surround 7.1
| 12-Track Digital Sound
| IMAX 6-Track
| Auro 11.1
| Datasat
| SDDS",Color,2.39 : 1
Le monde de Charlie,8.0,67,471134,Drama; Romance,Stephen Chbosky,Stephen Chbosky,1h 43min,2013-01-2,USA,Fort Pitt Tunnel; Pittsburgh; Pennsylvania; USA,687,"Based on the novel written by Stephen Chbosky, this is about 15-year-old Charlie (Logan Lerman), an endearing and naive outsider, coping with first love (Emma Watson), the suicide of his best friend, and his own mental illness while struggling to find a group of people with whom he belongs. The introvert freshman is taken under the wings of two seniors, Sam and Patrick, who welcome him to the real world.",13000000.0,22835,17742948,33384127,103 min,"Dolby Digital
| Datasat",Color,1.85 : 1
Vinnaithaandi Varuvaayaa,8.0,xxx,5063,Drama; Romance,Gautham Vasudev Menon,Gautham Vasudev Menon,2h 37min,2010-02-26,India,Alleppey; Alappuzha District; Kerala; India,42,"At a Keralite Christian wedding, a young man in the audience watches mournfully as the woman of his dreams walks down the aisle. Flashback, a young wannabe filmmaker Kartik (Simbu) shares a house with a Keralite family, whose daughter Jessie (Trisha) he instantly falls in love with. After a few minor spurns, Kartik chases Jessie to her hometown and gradually begin a relationship. Trouble brews when her family finds out, leading to fist-cuffs, and Jessie's father fixing her marriage with a boy within the community. The couple continue to meet, but as his filmmaking career starts to take off, there is new friction in their relationship and a drastic step from Jessie.",1921601.72,xxx,289489,289489,157 min,io: 2.35 : 1,xxx,xxx
Troupe d'élite - L'ennemi intérieur,8.0,71,80024,Action; Crime;,José Padilha,Bráulio Mantovani,1h 55min,2010-10-8,Brazil,Rio de Janeiro; Rio de Janeiro; Brazil,86,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor. However, due to the increasing popularity of Nascimento, the Governor invites him to team-up with the intelligence area of the Secretary of Security. Along the years, Fraga, who is married with Nascimento's former wife, is elected State Representative and Nascimento's son Rafael has issues with his biological father. Meanwhile Nascimento and the BOPE expel the drug dealers from several slums but another enemy arises: the militia led by Major Rocha and supported by the Governor, the Secretary of Security and politicians interested in votes. Nascimento is manipulated to help ...",xxx,864,100119,63618850,115 min,or,Ratio: 1.85 : 1,xxx
Le discours d'un roi,8.0,88,648184,Biography; Dram,Tom Hooper,David Seidler,1h 58min,2011-02-2,USA,Halton House; Halton; Wendover; Buckinghamshire; England; UK,780,"Britain's Prince Albert (Colin Firth) must ascend the throne as King George VI, but he has a speech impediment. Knowing that the country needs her husband to be able to communicate effectively, Elizabeth (Helena Bonham Carter) hires Lionel Logue (Geoffrey Rush), an Australian actor and speech therapist, to help him overcome his stammer. An extraordinary friendship develops between the two men, as Logue uses unconventional means to teach the monarch how to speak with confidence.",15000000.0,35545,138797449,427374317,118 min,"Dolby Digital
| DTS
(5.1)",Color,1.85 : 1
La couleur des sentiments,8.0,62,434135,Drama,Tate Taylor,Tate Taylor,2h 26min,2011-10-26,USA,Clarksdale; Mississippi; USA,607,"Set in Mississippi during the 1960s, Skeeter (Stone) is a southern society girl who returns from college determined to become a writer, but turns her friends' lives -- and a Mississippi town -- upside down when she decides to interview the black women who have spent their lives taking care of prominent southern families. Aibileen (Davis), Skeeter's best friend's housekeeper, is the first to open up -- to the dismay of her friends in the tight-knit black community. Despite Skeeter's life-long friendships hanging in the balance, she and Aibileen continue their collaboration and soon more women come forward to tell their stories -- and as it turns out, they have a lot to say. Along the way, unlikely friendships are forged and a new sisterhood emerges, but not before everyone in town has a thing or two to say themselves when they become unwittingly -- and unwillingly -- caught up in the changing times.",25000000.0,2604459,169708112,216639112,146 min,"Dolby Digital
| SDDS
| Datasat",Color,1.85 : 1
Deadpool,8.0,65,922225,Action; Adventu,Tim Miller,Rhett Reese,1h 48min,2016-02-10,USA,Vancouver; British Columbia; Canada,1508,"This is the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",58000000.0,13243463,363070709,782836791,108 min,"Dolby Digital
| Dolby Atmos
| Dolby Surround 7.1
| DTS
(DTS: X)| SDDS
| Datasat",Color,2.39 : 1
Unnaipol Oruvan,8.0,xxx,5346,Action; Crime;,Chakri Toleti,Kamal Haasan,1h 46min,2009-09-18,India,See more,13,The Police Commissioner gets an anonymous call. The caller demands that he release militants in exchange for information about the many bombs planted across Chennai city. The caller is obviously serious as the police find a bomb planted very close the their headquarters. The Police Commissioner is torn between releasing militants who had been responsible for killing innocent people and stopping bomb blasts around the city. What will he do? Or does he have a choice at all?,xxx,xxx,INR500000000,INR500000000,106 min,xxx,xxx,xxx
À propos d'Elly,8.0,87,47297,Drama; Mystery,Asghar Farhadi,Asghar Farhadi,1h 59min,2009-09-9,France,Tonekabon; Mazandaran; Iran,91,A group of former classmates of an University with their family plans to go for a picnic to Caspian sea shore where Sepideh the organizer of the trip invites Elly who is the Kindergarten teacher of her child to meet her other friend Ahmad returning from Germany. Elly hesitates to accept the invitation but later says ok. In the picnic a boy and Elly goes missing.,xxx,1318,470760,879422,119 min,or,Ratio: 1.85 : 1,xxx
Dev.D,8.0,xxx,29149,Drama; Romance,Anurag Kashyap,Saratchandra Chatterjee,2h 24min,2009-02-6,India,xxx,131,"Dev who, after spurning Paro's love due to a misunderstanding, turns to drugs and vodka for solace. Paro moves on but Dev still is in remorse. He meets Chanda, a prostitute with problems of her own. Dev likes her but his penchant for self-destruction prevents him and Chanda from truly getting together. He also meets sleazy people like Chunni, Chanda's pimp who drags Dev further into self-destruction to further his own needs.",823543.6,1095,18613,4047969,144 min,or,Ratio: 2.35 : 1,xxx
Joji,8.0,xxx,5555,Crime; Drama,Dileesh Pothan,Syam Pushkaran,1h 53min,2021-04-6,India,Bhavana Studios,194,"Joji, an engineering dropout and the youngest son of the rich plantation family lives with his aspirations of becoming a super wealthy NRI. But his father looks down on him as a proper loser. Driven by greed and blind ambition, Joji finally decide to execute his plans following an unexpected event in the family. Will he succeed in achieving his dreams?",xxx,xxx,xxx,xxx,113 min,xxx,xxx,xxx
